comment,full_comment,negative,neutral,positive,compound,sentiment
Awesome movie,Awesome movie,0.0,0.196,0.804,0.6249,Positive
"The performances, cinematography, sets/locations, and even the sound design all come across as at th...","The performances, cinematography, sets/locations, and even the sound design all come across as at the very least, very well done in this trailer.
On the flip side I'd personally be hard pressed to find a less interesting subject matter.",0.06,0.821,0.119,0.5423,Positive
"Hahaha🤫🤔👠Double standard.  Thought, paltrow was going to be his mom not mistress.  She, be twice cha...","Hahaha🤫🤔👠Double standard.  Thought, paltrow was going to be his mom not mistress.  She, be twice chalamet's age.  Ya'll, don't see me going after odessa🎬🎄.",0.0,0.902,0.098,0.5574,Positive
"Another bland, shallow American film that leans on the usual narrative of ‘making it’ and the pursui...","Another bland, shallow American film that leans on the usual narrative of ‘making it’ and the pursuit of success, without ever really engaging with it. Everything is overacted, the dialogue is mediocre, the script feels empty, pushing that tired idea of ‘you have to make it on your own.’ It’s all a fairy tale from a thousand feet up. Honestly, stop letting yourselves be fooled by this kind of film",0.144,0.773,0.082,-0.4683,Negative
Lost me at Kevin O’Leary. Turd in the punch bowl.,Lost me at Kevin O’Leary. Turd in the punch bowl.,0.204,0.796,0.0,-0.3182,Negative
Yo!!,Yo!!,0.0,1.0,0.0,0.0,Neutral
This movie is gona SUCK just like the muscle machine,This movie is gona SUCK just like the muscle machine,0.257,0.566,0.177,-0.2808,Negative
I have watched it uncountable times,I have watched it uncountable times,0.0,1.0,0.0,0.0,Neutral
IM SO MAD THIS MOVIE WON'T BE RELEASE IN MY COUNTRY,IM SO MAD THIS MOVIE WON'T BE RELEASE IN MY COUNTRY,0.259,0.741,0.0,-0.5413,Negative
Best movie I have ever seen,Best movie I have ever seen,0.0,0.543,0.457,0.6369,Positive
Honestly looks so boring.,Honestly looks so boring.,0.341,0.263,0.395,0.1045,Positive
"Alphaville🏓Forever young & Tears for fears.  Last time, featured in movie was with your boy, born ag...","Alphaville🏓Forever young & Tears for fears.  Last time, featured in movie was with your boy, born again evangelist Kirk cameron.

Hahaha🤫🤔they give O'Leary a rug.  Inserting, him reminds me of Andrew dice clay for - A Star is born🎬🎄.",0.087,0.847,0.066,-0.0258,Neutral
Give Timothee the Oscar!!!,Give Timothee the Oscar!!!,0.0,1.0,0.0,0.0,Neutral
Timothy jenner 😂😂😂,Timothy jenner 😂😂😂,0.203,0.391,0.406,0.8271,Positive
who fucking cares,who fucking cares,0.0,0.378,0.622,0.5095,Positive
That doesn’t even enter my consciousness 🙏🏾✊🏾❤️,That doesn’t even enter my consciousness 🙏🏾✊🏾❤️,0.0,1.0,0.0,0.0,Neutral
"""It's Mohty Supreme, not the Mohty Normal Ball""","""It's Mohty Supreme, not the Mohty Normal Ball""",0.0,0.66,0.34,0.5574,Positive
NO WAY THEY GOT TYLER,NO WAY THEY GOT TYLER,0.355,0.645,0.0,-0.296,Negative
This is the gayest shit ive ever seen,This is the gayest shit ive ever seen,0.34,0.66,0.0,-0.5574,Negative
This trailer is amazing,This trailer is amazing,0.0,0.441,0.559,0.5859,Positive
He is so beautiful I never realized how handsome he was until recently,He is so beautiful I never realized how handsome he was until recently,0.141,0.591,0.268,0.5209,Positive
"Lolzz I saw people saying Chalamet was channeling energy of a Dog Day Afternoon Pacino, or a young D...","Lolzz I saw people saying Chalamet was channeling energy of a Dog Day Afternoon Pacino, or a young De Niro. Nothing, literally nothing within this trailer did Chalamet give off anything close to the intensity or charisma of those twos early works. Chalamet is one of those actors that I feel like Mugatu every time he is brought up. Like he’s not bad, but he’s not great. People act like he’s fucking amazing and top notch though. And I feel like I’m losing my mind. I think people just want him to be more than he actually is. We have such a lack truly truly talented young performers now that people just fabricate this shit, well that and the PR teams do a fine job at selling you that. I mean maybe he’ll prove me wrong and he’ll be what people said in this movie, but I highly doubt it. I hear shit like that with every Chalamet performance, and yet, it’s always mid lol",0.135,0.65,0.216,0.9136,Positive
This movie… looks so damn good,This movie… looks so damn good,0.327,0.375,0.298,-0.0805,Negative
Anything with Kevin O’Leary in it is a hard no for me.,Anything with Kevin O’Leary in it is a hard no for me.,0.265,0.735,0.0,-0.3818,Negative
"This movies sounds unbelievably boring. 

It'll surely win an Oscar","This movies sounds unbelievably boring. 

It'll surely win an Oscar",0.157,0.423,0.421,0.6565,Positive
Did I see Tyler the creator?😅,Did I see Tyler the creator?😅,0.0,0.783,0.217,0.3612,Positive
Meh.,Meh.,1.0,0.0,0.0,-0.0772,Negative
Not Kevin 🤢🤢🤢🤢,Not Kevin 🤢🤢🤢🤢,0.0,1.0,0.0,0.0,Neutral
this trailer told me nothing.,this trailer told me nothing.,0.0,1.0,0.0,0.0,Neutral
ITS MARTY SUPREME ITS MARTY SUPREME,ITS MARTY SUPREME ITS MARTY SUPREME,0.0,0.357,0.643,0.802,Positive
f*ck the illuminati,f*ck the illuminati,0.0,1.0,0.0,0.0,Neutral
I can watch the guy.... I can. But I cant get excited for NY art pukes these days.,I can watch the guy.... I can. But I cant get excited for NY art pukes these days.,0.286,0.714,0.0,-0.7509,Negative
What a moment this Kid is having. I hope this movie destroys all expectations,What a moment this Kid is having. I hope this movie destroys all expectations,0.195,0.649,0.157,-0.1779,Negative
"Hollywood is beyond ""cooked"" or whatever trendy fuckwads say. This shit is garbage.","Hollywood is beyond ""cooked"" or whatever trendy fuckwads say. This shit is garbage.",0.262,0.738,0.0,-0.6428,Negative
"What, did scumbag parasite Kevin O'leary bankroll this movie so they put him in it ?","What, did scumbag parasite Kevin O'leary bankroll this movie so they put him in it ?",0.219,0.781,0.0,-0.6369,Negative
Tyler act your ass out:,Tyler act your ass out:,0.467,0.533,0.0,-0.5423,Negative
1:00 FINALYYYYYYYYYYYYYYY!!!  A MOVIE IN THE 1950S THAT USES THE ACTUAL AMERICAN FLAG!!!,1:00 FINALYYYYYYYYYYYYYYY!!!  A MOVIE IN THE 1950S THAT USES THE ACTUAL AMERICAN FLAG!!!,0.0,1.0,0.0,0.0,Neutral
song name?,song name?,0.0,1.0,0.0,0.0,Neutral
"please, the name of the song is in the trailer","please, the name of the song is in the trailer",0.0,0.796,0.204,0.3182,Positive
HANDS  DOWN . . . . .  The kid's gonna win the ''little golden statch''  - because he blew away all ...,"HANDS  DOWN . . . . .  The kid's gonna win the ''little golden statch''  - because he blew away all the competition...!!!
I'm a critic. And if the win is based purely on ''acting'' then the prize will go to him this year.    Oscar winner 2026 ❤",0.032,0.663,0.305,0.9622,Positive
A very poor film with very little story and minimal content!,A very poor film with very little story and minimal content!,0.269,0.731,0.0,-0.5697,Negative
This edit is indeed SUPREME!!!,This edit is indeed SUPREME!!!,0.0,0.434,0.566,0.7359,Positive
"I’ve watched this 3 times so far 
Twice in 70mm 😁","I’ve watched this 3 times so far 
Twice in 70mm 😁",0.0,0.824,0.176,0.4588,Positive
I just watched this movie and this just got me even more hyped bro YOOOO,I just watched this movie and this just got me even more hyped bro YOOOO,0.0,1.0,0.0,0.0,Neutral
Tyler and Marty did super good in this movie. Wouldn’t mind seeing a Marty Supreme 2,Tyler and Marty did super good in this movie. Wouldn’t mind seeing a Marty Supreme 2,0.0,0.556,0.444,0.886,Positive
loki is that you,loki is that you,0.0,1.0,0.0,0.0,Neutral
These are FACTS!,These are FACTS!,0.0,1.0,0.0,0.0,Neutral
It gives me Zi0nist vibes,It gives me Zi0nist vibes,0.0,1.0,0.0,0.0,Neutral
What an abnoxiously shitty trailer.,What an abnoxiously shitty trailer.,0.474,0.526,0.0,-0.5574,Negative
I don't get it what's so special about Ping Pong anyway besides that one episode of Drake and Josh M...,I don't get it what's so special about Ping Pong anyway besides that one episode of Drake and Josh Movies based off of Real life are such a cash grab,0.0,0.893,0.107,0.541,Positive
COLOR.png 🟧🤣,COLOR.png 🟧🤣,0.0,0.652,0.348,0.4939,Positive
That's incredible ❤❤❤,That's incredible ❤❤❤,0.0,0.28,0.72,0.931,Positive
This movie snapped 😳,This movie snapped 😳,0.0,1.0,0.0,0.0,Neutral
"This movie felt really sexist to me. The female characters aren’t written as full people, they’re ba...","This movie felt really sexist to me. The female characters aren’t written as full people, they’re basically there to be desired, used, or to push the male lead’s story forward. Everything about them is framed through a male gaze, like they’re pawns or prizes rather than subjects with agency.

What bothered me most is that the film doesn’t even question this dynamic. It just repeats the same tired, male-dominated storytelling and acts like that’s edgy or meaningful. Even pregnancy is handled in a weirdly objectifying way, turning the female body into another aesthetic or narrative device instead of something human or complex.

It’s not challenging film conventions at all, it’s reinforcing them. For a movie that seems to think it’s saying something bold, it actually feels pretty shallow and outdated.",0.06,0.797,0.143,0.9073,Positive
"The movie was good, but this trailer is great.","The movie was good, but this trailer is great.",0.0,0.479,0.521,0.8225,Positive
The movie is heavily KARdashian sponsored. Timmy can act lesser than that excuse of a mustache. Didn...,The movie is heavily KARdashian sponsored. Timmy can act lesser than that excuse of a mustache. Didn't they have money so he can grow some. What was that? I cannot believe I paid a ticket to see that bull crap of a movie. OMG...what a dissapointment!,0.06,0.913,0.027,-0.3802,Negative
Gwyneth Paltrow struggling to show any kind of emotion,Gwyneth Paltrow struggling to show any kind of emotion,0.259,0.741,0.0,-0.4215,Negative
A movie about ping pong hell ye,A movie about ping pong hell ye,0.434,0.566,0.0,-0.6808,Negative
Movie was mid. Timothy is an overrated actor with no range. They legit make roles to suit his lacklu...,"Movie was mid. Timothy is an overrated actor with no range. They legit make roles to suit his lackluster performances. This movie wants to be aesthetic and classic so bad, but this will be forgotten in the future. It’s a joke to even say this film was good. Mediocre at best with weak gen Z actors. It’s literally trash only reason why it’s getting praised is there is no other real films out, what SpongeBob? lol",0.134,0.661,0.205,0.878,Positive
"I seem to be alone , but chalamet's face gets on my nerves , might have talent , but can't go Throug...","I seem to be alone , but chalamet's face gets on my nerves , might have talent , but can't go Through one entire movie",0.108,0.764,0.128,0.3818,Positive
Movie was buns,Movie was buns,0.0,1.0,0.0,0.0,Neutral
I feel like the guy who cut this trailer is the same guy who cut the trailer for Uncut Gems.,I feel like the guy who cut this trailer is the same guy who cut the trailer for Uncut Gems.,0.177,0.717,0.105,-0.1779,Negative
B➕,B➕,0.0,1.0,0.0,0.0,Neutral
Movies that actually look like movies,Movies that actually look like movies,0.0,0.667,0.333,0.3612,Positive
esdeekid is awesome,esdeekid is awesome,0.0,0.328,0.672,0.6249,Positive
This doesn't look good at all,This doesn't look good at all,0.325,0.675,0.0,-0.3412,Negative
Marty Supreme had sold out showtimes which is great for Timotheé Chalamet!,Marty Supreme had sold out showtimes which is great for Timotheé Chalamet!,0.0,0.556,0.444,0.8398,Positive
We getting western film on Table Tennis before GTA 6,We getting western film on Table Tennis before GTA 6,0.0,1.0,0.0,0.0,Neutral
Meh,Meh,1.0,0.0,0.0,-0.0772,Negative
Is that Tyler,Is that Tyler,0.0,1.0,0.0,0.0,Neutral
with all this promo i still have no idea wtf this movie is even about.,with all this promo i still have no idea wtf this movie is even about.,0.12,0.711,0.168,0.2197,Positive
Cancel every movie playing pre or past 2025,Cancel every movie playing pre or past 2025,0.204,0.612,0.184,-0.0516,Negative
Esdeekid doing side quests 😂,Esdeekid doing side quests 😂,0.15,0.551,0.299,0.4404,Positive
Now rapper timothee,Now rapper timothee,0.0,1.0,0.0,0.0,Neutral
"What if I want to watch this movie?
""That doesn't even enter my consciousness""","What if I want to watch this movie?
""That doesn't even enter my consciousness""",0.0,0.909,0.091,0.0772,Positive
He did all of that for just this?,He did all of that for just this?,0.0,1.0,0.0,0.0,Neutral
This guy is talented he looks completely different now and that’s tough he can rap too,This guy is talented he looks completely different now and that’s tough he can rap too,0.08,0.745,0.176,0.4215,Positive
Kevin O'leary was drunk on a boat and a family that boat hit died. Then allegedly his wife was the d...,Kevin O'leary was drunk on a boat and a family that boat hit died. Then allegedly his wife was the driver.,0.24,0.76,0.0,-0.7184,Negative
Timothee needs to shave those sparse hairs on his lip.,Timothee needs to shave those sparse hairs on his lip.,0.0,1.0,0.0,0.0,Neutral
Mr. Wonderful looks cinematic.,Mr. Wonderful looks cinematic.,0.0,0.448,0.552,0.5719,Positive
yeah no youre not gaslighting me in to paying for a damn ping pong movie.,yeah no youre not gaslighting me in to paying for a damn ping pong movie.,0.257,0.628,0.115,-0.4019,Negative
The marketing for this film is SUPERB,The marketing for this film is SUPERB,0.0,0.554,0.446,0.7034,Positive
"1:08 ""here, i can make it bigger if you want""","1:08 ""here, i can make it bigger if you want""",0.0,0.874,0.126,0.0772,Positive
marty supreme is esdeekid damn,marty supreme is esdeekid damn,0.29,0.323,0.387,0.2263,Positive
no me atrevo a decir que me cae mal Timoteo chalaomajareta,no me atrevo a decir que me cae mal Timoteo chalaomajareta,0.18,0.82,0.0,-0.296,Negative
dude im very curious to see how badass the song he made for this movie will be with the scene,dude im very curious to see how badass the song he made for this movie will be with the scene,0.0,0.783,0.217,0.6115,Positive
Is that mr wonderful?!,Is that mr wonderful?!,0.0,0.429,0.571,0.6114,Positive
this movie was so good,this movie was so good,0.0,0.517,0.483,0.5777,Positive
Finally a good trailer. Heard this movie is great but they were hiding it until this point,Finally a good trailer. Heard this movie is great but they were hiding it until this point,0.131,0.657,0.211,0.1779,Positive
This movies marketing has been so legendary and epic and then I find out it's ab some ping pong😭😭😭🙏🙏...,This movies marketing has been so legendary and epic and then I find out it's ab some ping pong😭😭😭🙏🙏🙏,0.231,0.769,0.0,-0.8519,Negative
Color.png.  😂,Color.png.  😂,0.196,0.412,0.392,0.4404,Positive
These are facts !!! Like Travis Scott did in the interview.,These are facts !!! Like Travis Scott did in the interview.,0.0,0.748,0.252,0.5229,Positive
EsDeeKid!,EsDeeKid!,0.0,1.0,0.0,0.0,Neutral
"the movie looks absolutely beautiful, from what i been shown so far keep up the good work and keep t...","the movie looks absolutely beautiful, from what i been shown so far keep up the good work and keep them coming josh safdie!!!!!",0.0,0.718,0.282,0.8504,Positive
Zionist-sponsored film about a Jew,Zionist-sponsored film about a Jew,0.0,1.0,0.0,0.0,Neutral
Hell yeah,Hell yeah,0.676,0.0,0.324,-0.5267,Negative
EsDeeKid is the best actor 👏,EsDeeKid is the best actor 👏,0.0,0.588,0.412,0.6369,Positive
Come onnn,Come onnn,0.0,1.0,0.0,0.0,Neutral
wow this looks really cool,wow this looks really cool,0.0,0.319,0.681,0.7501,Positive
Glad to be a part of this masterpiece,Glad to be a part of this masterpiece,0.0,0.432,0.568,0.8349,Positive
there is zero chance this movie is not good,there is zero chance this movie is not good,0.211,0.614,0.175,-0.1043,Negative
I liked it. But why is A24 buying views? Embarrassing.,I liked it. But why is A24 buying views? Embarrassing.,0.256,0.602,0.143,-0.3612,Negative
A trash movie propped by fake accounts posting fake comments. Hollywood is basically a trash heap wi...,A trash movie propped by fake accounts posting fake comments. Hollywood is basically a trash heap with a botfarm army.,0.256,0.744,0.0,-0.7351,Negative
Need this on DVD!!,Need this on DVD!!,0.0,1.0,0.0,0.0,Neutral
I cannot fucking wait for Christmas,I cannot fucking wait for Christmas,0.0,1.0,0.0,0.0,Neutral
World Takeover 2031,World Takeover 2031,0.0,1.0,0.0,0.0,Neutral
MARTY SUPREME CHRISTMAS DAY MSCD,MARTY SUPREME CHRISTMAS DAY MSCD,0.0,0.526,0.474,0.5574,Positive
Balls of Fury walked so Marty Supreme could SCHWAP,Balls of Fury walked so Marty Supreme could SCHWAP,0.254,0.48,0.266,0.046,Neutral
i just watched this trailer MARTY SUPREME,i just watched this trailer MARTY SUPREME,0.0,0.581,0.419,0.6523,Positive
Another best mobile of the Year??? Basta!!!,Another best mobile of the Year??? Basta!!!,0.0,0.517,0.483,0.7661,Positive
0:40 yo wtf??,0:40 yo wtf??,0.675,0.325,0.0,-0.6322,Negative
Timothee Chalamet is the leonardo dicaprio of our generation,Timothee Chalamet is the leonardo dicaprio of our generation,0.0,1.0,0.0,0.0,Neutral
what the fuk is it about tho...,what the fuk is it about tho...,0.0,1.0,0.0,0.0,Neutral
StarSlop,StarSlop,0.0,1.0,0.0,0.0,Neutral
Sick of that brat,Sick of that brat,0.524,0.476,0.0,-0.5106,Negative
I see Timothee Chalamet i click❤❤❤❤,I see Timothee Chalamet i click❤❤❤❤,0.0,0.373,0.627,0.9571,Positive
sure... use modern hip hop music for a movie thats set in the 50's. thats whats gonna make it sell.....,sure... use modern hip hop music for a movie thats set in the 50's. thats whats gonna make it sell... Hollywood is becoming a laughing stock at this point,0.0,0.831,0.169,0.6705,Positive
"Why does every trailer need this extreme percussion, do they need to bang drums at us constantly to ...","Why does every trailer need this extreme percussion, do they need to bang drums at us constantly to get our attention, is it really this bad. It's actually causing me not to watch the trailers anymore I'm so burned out on the constant drums",0.094,0.906,0.0,-0.6676,Negative
marty supreme christmas day marty supreme christmas day marty supreme christmas day marty supreme ch...,marty supreme christmas day marty supreme christmas day marty supreme christmas day marty supreme christmas day,0.0,0.455,0.545,0.9371,Positive
🏓🏓🏓,🏓🏓🏓,0.0,1.0,0.0,0.0,Neutral
Reminds me of the wolf of Wall Street Christmas Day trailer,Reminds me of the wolf of Wall Street Christmas Day trailer,0.0,1.0,0.0,0.0,Neutral
This trailer tells you NOTHING about the story.,This trailer tells you NOTHING about the story.,0.0,1.0,0.0,0.0,Neutral
Forrest Gump but it’s directed by a Safdie brother who is doing an impression of Paul Thomas Anderso...,Forrest Gump but it’s directed by a Safdie brother who is doing an impression of Paul Thomas Anderson.,0.0,0.879,0.121,0.3291,Positive
So many genocidal actors in one movie.,So many genocidal actors in one movie.,0.0,1.0,0.0,0.0,Neutral
Zoomers get hyped over fast edits,Zoomers get hyped over fast edits,0.0,1.0,0.0,0.0,Neutral
"too bad this movie is going to flop, we all know josh’s movies are classics but this isn’t going to ...","too bad this movie is going to flop, we all know josh’s movies are classics but this isn’t going to be near any of them. this is going to be an okay movie and you’ll never rewatch it again, it’s all hype to build up this movie. we have to be real and appreciate the work of art and not just a hype train. most of best movies of our times never really needed the marketing. they let the movie speak for itself.",0.042,0.829,0.129,0.8798,Positive
"Hey there,my name is Dumisani ,i wrote a short film that i really believe in,who do i talk to ,to ge...","Hey there,my name is Dumisani ,i wrote a short film that i really believe in,who do i talk to ,to get it made?l",0.0,1.0,0.0,0.0,Neutral
A24 turning into Hollywood with this music and losing its identity.,A24 turning into Hollywood with this music and losing its identity.,0.206,0.794,0.0,-0.3818,Negative
"is he a ping pong player,  a playwright, or a bank robber?","is he a ping pong player,  a playwright, or a bank robber?",0.247,0.753,0.0,-0.5574,Negative
“you did cut me off” 😂😂,“you did cut me off” 😂😂,0.251,0.426,0.323,0.5719,Positive
"Kevin definitely forced himself to be in this movie,","Kevin definitely forced himself to be in this movie,",0.236,0.551,0.213,-0.0772,Negative
Kevin O'Leery is an actor too? Had no idea..,Kevin O'Leery is an actor too? Had no idea..,0.216,0.784,0.0,-0.296,Negative
OBNOXIOUS trailer,OBNOXIOUS trailer,0.789,0.211,0.0,-0.5766,Negative
The way they edit this trailer you would think  this movie was about an American spy saving humanity...,The way they edit this trailer you would think  this movie was about an American spy saving humanity. But it's a movie about ping pong,0.0,1.0,0.0,0.0,Neutral
"Not gonna lie, every time a new trailer comes out for this movie, I get more confused about what it'...","Not gonna lie, every time a new trailer comes out for this movie, I get more confused about what it's actually about ...",0.105,0.895,0.0,-0.3804,Negative
these A24 cliche trailers are more of a joke every passing day. they seem made for people who are pa...,"these A24 cliche trailers are more of a joke every passing day. they seem made for people who are part of the fashion world, more than the man on the street",0.0,0.924,0.076,0.3535,Positive
Guess Chalamet will become the New Pacino and DiCaprio at the Academy Awards ✌️,Guess Chalamet will become the New Pacino and DiCaprio at the Academy Awards ✌️,0.0,0.824,0.176,0.4588,Positive
"8.5m views, only 4k likes and 215 comments?? something doesn't add up","8.5m views, only 4k likes and 215 comments?? something doesn't add up",0.0,0.777,0.223,0.4871,Positive
Yall really want people to  go see this movie... i aint never seen the date it come out  displayed s...,Yall really want people to  go see this movie... i aint never seen the date it come out  displayed so many times in a trailer 😂😂,0.088,0.698,0.214,0.7501,Positive
He sold his soul,He sold his soul,0.0,1.0,0.0,0.0,Neutral
0:19  Boring Botox face,0:19  Boring Botox face,0.434,0.566,0.0,-0.3182,Negative
SCHWAPPP!!,SCHWAPPP!!,0.0,1.0,0.0,0.0,Neutral
This will be the first MOVIE I'll see with T.C.,This will be the first MOVIE I'll see with T.C.,0.0,1.0,0.0,0.0,Neutral
Tyler acting now!,Tyler acting now!,0.0,1.0,0.0,0.0,Neutral
one supreme flop after another,one supreme flop after another,0.267,0.333,0.4,0.296,Positive
@marcomontemagno,@marcomontemagno,0.0,1.0,0.0,0.0,Neutral
MARTY SUPREME CHRISTMAS DAY,MARTY SUPREME CHRISTMAS DAY,0.0,0.455,0.545,0.5574,Positive
we fruitionizing with this one,we fruitionizing with this one,0.0,1.0,0.0,0.0,Neutral
Tyler the creators ??????????,Tyler the creators ??????????,0.0,1.0,0.0,0.0,Neutral
so ummmm tyler??? anyone???,so ummmm tyler??? anyone???,0.0,1.0,0.0,0.0,Neutral
that haircut is fire btw,that haircut is fire btw,0.375,0.625,0.0,-0.34,Negative
ping pong is never this serious man,ping pong is never this serious man,0.197,0.803,0.0,-0.1202,Negative
MARTY SUPREME CHRISTMAS DAY,MARTY SUPREME CHRISTMAS DAY,0.0,0.455,0.545,0.5574,Positive
Ace the creator,Ace the creator,0.0,1.0,0.0,0.0,Neutral
He got to kiss Paltrow lucky bastard…,He got to kiss Paltrow lucky bastard…,0.0,0.472,0.528,0.6808,Positive
Ok Mr. Wonderful. I see you,Ok Mr. Wonderful. I see you,0.0,0.404,0.596,0.7096,Positive
He's a great actor. Hope he doesn't get too lost in that other world. I wouldn't raise Travis Scott'...,He's a great actor. Hope he doesn't get too lost in that other world. I wouldn't raise Travis Scott's children for anything.,0.0,0.679,0.321,0.8386,Positive
"Tyler, The Creator.","Tyler, The Creator.",0.0,1.0,0.0,0.0,Neutral
Why the f is black music played to represent som scrawney white guy.,Why the f is black music played to represent som scrawney white guy.,0.0,0.833,0.167,0.34,Positive
HOLY SHIT! THIS LOOKS AMAZING,HOLY SHIT! THIS LOOKS AMAZING,0.337,0.281,0.383,0.126,Positive
You’re gonna pass on this movie? Like an animal?,You’re gonna pass on this movie? Like an animal?,0.0,0.737,0.263,0.4329,Positive
Trailer of the year,Trailer of the year,0.0,1.0,0.0,0.0,Neutral
This guy always act the same …,This guy always act the same …,0.0,1.0,0.0,0.0,Neutral
COLOR.png,COLOR.png,0.0,1.0,0.0,0.0,Neutral
"Okay, the type animation is supreme","Okay, the type animation is supreme",0.0,0.421,0.579,0.6705,Positive
looks gay,looks gay,0.0,1.0,0.0,0.0,Neutral
Never thought there would be this much aura round a table tennis player,Never thought there would be this much aura round a table tennis player,0.0,1.0,0.0,0.0,Neutral
I’m sorry but this kid is a boring actor,I’m sorry but this kid is a boring actor,0.369,0.631,0.0,-0.4767,Negative
I CANT WAIT OMG,I CANT WAIT OMG,0.0,1.0,0.0,0.0,Neutral
Cant see me watching a film about a ping-pong player.,Cant see me watching a film about a ping-pong player.,0.0,1.0,0.0,0.0,Neutral
you don’t even know how excited i am!!!!!!,you don’t even know how excited i am!!!!!!,0.0,0.662,0.338,0.5526,Positive
Thanks to Kylie now he's famous,Thanks to Kylie now he's famous,0.0,0.633,0.367,0.4404,Positive
Timothee as spiderman,Timothee as spiderman,0.0,1.0,0.0,0.0,Neutral
"I know people don't usually talk that way, but I want to be one of the greats.","I know people don't usually talk that way, but I want to be one of the greats.",0.0,0.917,0.083,0.1154,Positive
Marketing 🔥🔥🔥🔥🔥,Marketing 🔥🔥🔥🔥🔥,0.923,0.077,0.0,-0.875,Negative
Superb ❤,Superb ❤,0.0,0.108,0.892,0.8519,Positive
I’ve seen like 10 different trailers of this movie and still have no clue what it’s about aside from...,I’ve seen like 10 different trailers of this movie and still have no clue what it’s about aside from a guy who plays ping pong.,0.077,0.767,0.157,0.3182,Positive
cant see chalamets face anymore good actor but overrated,cant see chalamets face anymore good actor but overrated,0.0,0.804,0.196,0.2382,Positive
"At ping pong hustler, really?","At ping pong hustler, really?",0.0,1.0,0.0,0.0,Neutral
The word the your are looking for is GREATNESS,The word the your are looking for is GREATNESS,0.0,1.0,0.0,0.0,Neutral
"Is that you, Kevin?","Is that you, Kevin?",0.0,1.0,0.0,0.0,Neutral
Please release in Malaysia,Please release in Malaysia,0.0,0.566,0.434,0.3182,Positive
"Of course, the jews also took over A24... No fkn Studio can be free from Isreal","Of course, the jews also took over A24... No fkn Studio can be free from Isreal",0.113,0.718,0.169,0.2732,Positive
Please someone say to Paltrow that she is ugly now.,Please someone say to Paltrow that she is ugly now.,0.243,0.588,0.169,-0.25,Negative
Following in Leo’s footsteps… love it,Following in Leo’s footsteps… love it,0.0,0.543,0.457,0.6369,Positive
"""HARDCORE ORANGE, RUSTED ORANGE, CORRODED ORANGE""🗣🗣🥀","""HARDCORE ORANGE, RUSTED ORANGE, CORRODED ORANGE""🗣🗣🥀",0.0,1.0,0.0,0.0,Neutral
People are going to be very shocked when they realise it's a movie about ping-pong. Similar to Joker...,People are going to be very shocked when they realise it's a movie about ping-pong. Similar to Joker 2 whose trailers failed to mention that it was essentially a musical.,0.171,0.785,0.044,-0.659,Negative
Yeeeee MARTY SUPREME CHRISTMAS DAY,Yeeeee MARTY SUPREME CHRISTMAS DAY,0.0,0.48,0.52,0.6523,Positive
"Wow, the colour of my new IPhone 17 Pro Max! Schwapp!","Wow, the colour of my new IPhone 17 Pro Max! Schwapp!",0.0,0.695,0.305,0.658,Positive
Schwapp!,Schwapp!,0.0,1.0,0.0,0.0,Neutral
Tyler the creator? Sign me up,Tyler the creator? Sign me up,0.0,1.0,0.0,0.0,Neutral
"This is a movie about ping pong btw, just so yall know lol. The trailers have been so freaking drama...","This is a movie about ping pong btw, just so yall know lol. The trailers have been so freaking dramatic got me dead asf",0.248,0.657,0.096,-0.7052,Negative
Emma Chamberlain is on a different level,Emma Chamberlain is on a different level,0.0,1.0,0.0,0.0,Neutral
"When I think of Josh Safdie's chaotic energy and over-enthusiastic characters shown in this film, it...","When I think of Josh Safdie's chaotic energy and over-enthusiastic characters shown in this film, it really takes me back to ""Uncut Gems"" and ""Good Time"", which would be a good time to rewatch before ""Marty Supreme"" hits theaters.





And to quote Howard Ratner from ""Uncut Gems"": ""Let's f***ing bet on this."" Or better yet, ""This is how I win.""",0.043,0.712,0.245,0.9325,Positive
da faq is this,da faq is this,0.0,1.0,0.0,0.0,Neutral
"MARTY SUPREME CHRISTMAS DAY
MARTY SUPREME CHRISTMAS DAY
MARTY SUPREME CHRISTMAS DAY
MARTY SUPREME CH...","MARTY SUPREME CHRISTMAS DAY
MARTY SUPREME CHRISTMAS DAY
MARTY SUPREME CHRISTMAS DAY
MARTY SUPREME CHRISTMAS DAY
                  SCHWAAPP !!!",0.0,0.435,0.565,0.9648,Positive
"They really did orange code this movie like they talked about in the zoom call

Edit: I commented th...","They really did orange code this movie like they talked about in the zoom call

Edit: I commented that before I saw the literal orange png at the end",0.0,0.918,0.082,0.3612,Positive
You give Timothee a character allowed to out-charisma everyone around him and you get the best movie...,You give Timothee a character allowed to out-charisma everyone around him and you get the best movie of the year. Can’t wait for Marty to sweep the world.,0.0,0.865,0.135,0.6369,Positive
Sometimes I forget that this movie is a sports movie...,Sometimes I forget that this movie is a sports movie...,0.174,0.826,0.0,-0.2263,Negative
is this really just about tennis why was there an explosion wtf???,is this really just about tennis why was there an explosion wtf???,0.283,0.717,0.0,-0.6531,Negative
I'm sorry did I see TYLER THE CREATOR IN THIS MOVIE AND HE'S A WRITER,I'm sorry did I see TYLER THE CREATOR IN THIS MOVIE AND HE'S A WRITER,0.085,0.915,0.0,-0.0772,Negative
Is that Tyler 😱,Is that Tyler 😱,0.537,0.463,0.0,-0.7003,Negative
Shit,Shit,1.0,0.0,0.0,-0.5574,Negative
