comment,full_comment,negative,neutral,positive,compound,sentiment
"Wow, I’m happy i didn’t watch the trailer before I watched the movie. They show too much.","Wow, I’m happy i didn’t watch the trailer before I watched the movie. They show too much.",0.0,0.667,0.333,0.8176,Positive
Pourquoi des vampires ? Les acteurs étaient top l'histoire partait hyper bien 😢,Pourquoi des vampires ? Les acteurs étaient top l'histoire partait hyper bien 😢,0.183,0.71,0.107,-0.3182,Negative
മൈക്കേൽ ബി ജോർദ്ദാൻ ഇജ്ജാധി.. സാനം,മൈക്കേൽ ബി ജോർദ്ദാൻ ഇജ്ജാധി.. സാനം,0.0,1.0,0.0,0.0,Neutral
Just watched this it's next level.,Just watched this it's next level.,0.0,1.0,0.0,0.0,Neutral
Terrible trailer but based on the reviews I’ll definitely be watching this,Terrible trailer but based on the reviews I’ll definitely be watching this,0.131,0.641,0.228,0.3612,Positive
Lots of paid comments here…,Lots of paid comments here…,0.0,1.0,0.0,0.0,Neutral
This movie was 🔥🔥🔥🔥🔥🔥🔥🔥,This movie was 🔥🔥🔥🔥🔥🔥🔥🔥,0.865,0.135,0.0,-0.9451,Negative
From... Dusk...Till...Dawn.,From... Dusk...Till...Dawn.,0.0,1.0,0.0,0.0,Neutral
freaking amazing movie. i keep watching it everyday,freaking amazing movie. i keep watching it everyday,0.222,0.476,0.302,0.25,Positive
"Never watch this movie.  If you watch, you wasting a time. I promise you. Like a Indian movie!!!!!","Never watch this movie.  If you watch, you wasting a time. I promise you. Like a Indian movie!!!!!",0.114,0.634,0.252,0.5053,Positive
So basically an amazing movie but just don’t watch any trailers before you watch the movie. I went i...,So basically an amazing movie but just don’t watch any trailers before you watch the movie. I went in blind and the second half of the movie was awesome!,0.093,0.684,0.223,0.7117,Positive
This reminds me alot of From Dusk Till Dawn but an updated version. I can't wait to see this.,This reminds me alot of From Dusk Till Dawn but an updated version. I can't wait to see this.,0.0,1.0,0.0,0.0,Neutral
Ok this trailer was too revealing!,Ok this trailer was too revealing!,0.0,0.667,0.333,0.3595,Positive
This is one of the most entertaining and original films I´ve seen in a while.,This is one of the most entertaining and original films I´ve seen in a while.,0.0,0.693,0.307,0.6962,Positive
"After I saw this, I immediately needed a prequel and a sequel.❤❤","After I saw this, I immediately needed a prequel and a sequel.❤❤",0.0,0.625,0.375,0.8555,Positive
"Devil worship, tired of media","Devil worship, tired of media",0.635,0.174,0.191,-0.7269,Negative
Jack O'Connell stole the show for me...,Jack O'Connell stole the show for me...,0.0,1.0,0.0,0.0,Neutral
"Sinners:
   Of this film, I thought, I was watching, a docu-drama about, Black Coulture.
     As my ...","Sinners:
   Of this film, I thought, I was watching, a docu-drama about, Black Coulture.
     As my mom and dad, grew up in North Carolina,  during the 1930s;
Then, I loved that this  brought together, the Asain element and didn't sugar-coat, one aspect. 
Beautifully written, ( I stated that I thought this was a docu-drama );
Well acted, with wonderful cinematography and direction.
     And I was scared shitless.

All the best,
Shaun of NYC",0.033,0.766,0.201,0.9403,Positive
This trailer is such a spoiler,This trailer is such a spoiler,0.0,1.0,0.0,0.0,Neutral
"The ""Black Version"" of Dusk till dawn","The ""Black Version"" of Dusk till dawn",0.0,1.0,0.0,0.0,Neutral
Red dead redemption undead nightmare live action?,Red dead redemption undead nightmare live action?,0.417,0.583,0.0,-0.6486,Negative
Kesuwun,Kesuwun,0.0,1.0,0.0,0.0,Neutral
For anyone who Has seen Sinners.. how would you rate it on a scale of 1-10,For anyone who Has seen Sinners.. how would you rate it on a scale of 1-10,0.0,1.0,0.0,0.0,Neutral
I need to see this..,I need to see this..,0.0,1.0,0.0,0.0,Neutral
"Saw this on 4th of July weekend. Loved it, I had no idea where this movie was going until it went th...","Saw this on 4th of July weekend. Loved it, I had no idea where this movie was going until it went there. I recognized only 3 actors, Michael B, Delroy Lindo and Omar Benson Miller, but the whole cast were amazing. Such great acting. I give this movie 5 out of 5 stars",0.025,0.767,0.208,0.9287,Positive
I got my copies...  It's hard to find .good luck finding one. Great movie,I got my copies...  It's hard to find .good luck finding one. Great movie,0.065,0.467,0.467,0.8625,Positive
"Underrated movie 
Deserves a recognition","Underrated movie 
Deserves a recognition",0.0,1.0,0.0,0.0,Neutral
Best movie I have seen in 2025,Best movie I have seen in 2025,0.0,0.588,0.412,0.6369,Positive
"This feels a lot like ""Dusk 'till Dawn,"" lol; you start off thinking it's a generic, pulpy desert cr...","This feels a lot like ""Dusk 'till Dawn,"" lol; you start off thinking it's a generic, pulpy desert crime-drama, and then outta nowhere.. BOOM! There's Vampires! AHH! xD

This movie, looks like a lot of historical dramas; it looks like it's gonna be ""Ray,"" or a B.B. King bio-pic, lol.. Then suddenly.. BOOM! Zombies? Deadites? lmao, so random xD (I literally just found out about this flick, lol)",0.0,0.669,0.331,0.9821,Positive
"""Mmmmm Mmmm mmm Mmmm"" - Enny","""Mmmmm Mmmm mmm Mmmm"" - Enny",0.0,1.0,0.0,0.0,Neutral
I just watched Sinners yesterday morning and then again in the evening to catch what I may have miss...,"I just watched Sinners yesterday morning and then again in the evening to catch what I may have missed during the first watch. I liked it more the second time I saw it, maybe because I paid more attention to the symbolism. Glad I didn’t watch the trailer because it showed entirely too much. 

Side note: back in 1999 I saw The Matrix in theaters; I hadn’t seen a trailer or had any knowledge of what it was about. Just that Keanu Reeves was in it and I loved it! So I don’t like to watch trailers really, I’ll view a few seconds and then turn it off so it doesn’t spoil the movie.",0.018,0.879,0.103,0.8899,Positive
"Finally a great movie! Well done, folks! I want to see more of this original stories, with a bold ci...","Finally a great movie! Well done, folks! I want to see more of this original stories, with a bold cinematic approach, great story, great music and great acting!",0.0,0.433,0.567,0.9782,Positive
"Yo, he looks like a young Steve Harvey","Yo, he looks like a young Steve Harvey",0.0,0.737,0.263,0.3612,Positive
"Time to nut up or shut up, Sinners! - Tallahassee","Time to nut up or shut up, Sinners! - Tallahassee",0.0,1.0,0.0,0.0,Neutral
"10/10 
Felt Hollywood budget but didn’t feel Hollywood ! 
Just different","10/10 
Felt Hollywood budget but didn’t feel Hollywood ! 
Just different",0.0,1.0,0.0,0.0,Neutral
"I don't normally want to see vampire movies / films, but I've seen enough very excellent movies made...","I don't normally want to see vampire movies / films, but I've seen enough very excellent movies made by Black directors and Black actors, addressing serious issues, that I had to see ""Sinners."" Once again, even at age 69, I paced nervously in my living room while the blood-suckers were doing their thing, but by that time, the movie and actors had proven themselves over and over again. Every scene, amazing talent.",0.053,0.778,0.17,0.9316,Positive
"I haven't seen it yet but it's on my list now. I feel like this plot may be similar to ""From Dusk ti...","I haven't seen it yet but it's on my list now. I feel like this plot may be similar to ""From Dusk till Dawn"" but let me know if I'm wrong.",0.114,0.797,0.089,-0.2263,Negative
Ty Warner bros!!!❤🎉,Ty Warner bros!!!❤🎉,0.0,0.278,0.722,0.8854,Positive
"Seems like a basic plot a film student can come up with. How did this even get one Oscar nomination,...","Seems like a basic plot a film student can come up with. How did this even get one Oscar nomination, lol",0.0,0.782,0.218,0.6486,Positive
"Lots of suspicious comments praising this woke nonsense, save your money and avoid disappointment, b...","Lots of suspicious comments praising this woke nonsense, save your money and avoid disappointment, buy the missus some flowers instead!",0.347,0.442,0.211,-0.5093,Negative
2:02 really glad I didn't see this trailer before I saw the movie,2:02 really glad I didn't see this trailer before I saw the movie,0.0,0.785,0.215,0.5095,Positive
My favorite movie of 2025,My favorite movie of 2025,0.0,0.571,0.429,0.4588,Positive
From dusk till dawn.2025,From dusk till dawn.2025,0.0,1.0,0.0,0.0,Neutral
It's a musical not for me,It's a musical not for me,0.0,1.0,0.0,0.0,Neutral
Excellent film,Excellent film,0.0,0.213,0.787,0.5719,Positive
So his brother gets turned to a vampire? I guess don’t get attached to that character. Thanks traile...,So his brother gets turned to a vampire? I guess don’t get attached to that character. Thanks trailer…,0.0,0.854,0.146,0.4404,Positive
This movie was amazing?,This movie was amazing?,0.0,0.441,0.559,0.5859,Positive
From Dusk till dawn vibe. 👎,From Dusk till dawn vibe. 👎,0.0,1.0,0.0,0.0,Neutral
Sold🎉,Sold🎉,0.0,0.426,0.574,0.4019,Positive
SHIEEEEET,SHIEEEEET,0.0,1.0,0.0,0.0,Neutral
"I have enjoyed the film. It's fantastic film and I particularly love the art direction, locations of...","I have enjoyed the film. It's fantastic film and I particularly love the art direction, locations of film, the way telling the story. Only thing I don't like is that religious meth of Vampires. The religion is also trying to separate art ,music and human relationships as sin. Of course  as a film it can be anything. I love the film.",0.075,0.721,0.204,0.8975,Positive
"создатели фильма би лайк:
а что если вампиры, но про негров?

очень оригинальный подход конечно, мда","создатели фильма би лайк:
а что если вампиры, но про негров?

очень оригинальный подход конечно, мда",0.0,1.0,0.0,0.0,Neutral
Huge spoiler right at the end 🤦,Huge spoiler right at the end 🤦,0.0,0.753,0.247,0.3182,Positive
Dope,Dope,0.0,1.0,0.0,0.0,Neutral
excited !!😁,excited !!😁,0.0,0.455,0.545,0.717,Positive
thanks for the short film,thanks for the short film,0.0,0.58,0.42,0.4404,Positive
"Nowadays I just watch 1 min of trailer. Be like ""I'm sold"" and stopping it in time otherwise I'm wat...","Nowadays I just watch 1 min of trailer. Be like ""I'm sold"" and stopping it in time otherwise I'm watching the whole plot lol",0.057,0.753,0.19,0.5719,Positive
Ryan Coogler Loves working with Michael B Jordan.,Ryan Coogler Loves working with Michael B Jordan.,0.0,0.654,0.346,0.5719,Positive
"All the action stuff from WB coming up next couple months looks great, especially this.","All the action stuff from WB coming up next couple months looks great, especially this.",0.0,0.773,0.227,0.6249,Positive
Just based off the trailer I can already tell hailee steinfeld character is going to already be a va...,Just based off the trailer I can already tell hailee steinfeld character is going to already be a vampire and they invite her in and she kills or turns pretty much every one in there.,0.087,0.794,0.119,0.0772,Positive
"Hi, can you confirm is this the trailer that is rated 12a or the 15-rated one, please??","Hi, can you confirm is this the trailer that is rated 12a or the 15-rated one, please??",0.0,0.857,0.143,0.3939,Positive
I have a good feeling about this one.,I have a good feeling about this one.,0.0,0.577,0.423,0.5267,Positive
Amazingly... I thought that this Depression-era 'jook joint' teaser was based on an autobiography ab...,"Amazingly... I thought that this Depression-era 'jook joint' teaser was based on an autobiography about a sensational blues man from Mississippi, until it became a paranoia bloodbath...! Now, anybody scared, though its a preview?! 😮",0.176,0.824,0.0,-0.7568,Negative
From dusk till dawn rip off😅,From dusk till dawn rip off😅,0.0,0.783,0.217,0.3612,Positive
This looks amazing!,This looks amazing!,0.0,0.328,0.672,0.6239,Positive
"I don't know what's going on here. But the Flying V guitar wasn't invented until 1958, and this gott...","I don't know what's going on here. But the Flying V guitar wasn't invented until 1958, and this gotta be set in the 30's",0.0,1.0,0.0,0.0,Neutral
Hailee stanford❤,Hailee stanford❤,0.0,0.417,0.583,0.6369,Positive
All i want is Final Destination Bloodlines Trailer,All i want is Final Destination Bloodlines Trailer,0.0,0.843,0.157,0.0772,Positive
Remmick looks like he ready to COOK 😅 Love Jack O’Connell.,Remmick looks like he ready to COOK 😅 Love Jack O’Connell.,0.0,0.461,0.539,0.8934,Positive
WHAT IS THIS??🤔🧐🧐🧐🧐,WHAT IS THIS??🤔🧐🧐🧐🧐,0.0,1.0,0.0,0.0,Neutral
Can’t wait 🎉,Can’t wait 🎉,0.0,0.526,0.474,0.4019,Positive
No white actor 🥴🥴🥴 save america,No white actor 🥴🥴🥴 save america,0.153,0.625,0.222,0.25,Positive
I thought this was that crossroad soul selling story with the guitar player,I thought this was that crossroad soul selling story with the guitar player,0.0,1.0,0.0,0.0,Neutral
Present 5 Hours,Present 5 Hours,0.0,1.0,0.0,0.0,Neutral
This is just 30 days of night and from dusk till dawn,This is just 30 days of night and from dusk till dawn,0.0,1.0,0.0,0.0,Neutral
Loads of spoilers... 😫,Loads of spoilers... 😫,0.42,0.58,0.0,-0.4404,Negative
Looks pretty dope tbh,Looks pretty dope tbh,0.0,0.484,0.516,0.4939,Positive
We are not so lucky,We are not so lucky,0.423,0.577,0.0,-0.4471,Negative
This looks good Coogler rarely misses,This looks good Coogler rarely misses,0.0,0.467,0.533,0.5523,Positive
Gonna watch it for hailee,Gonna watch it for hailee,0.0,1.0,0.0,0.0,Neutral
"A very intriguing take on vampire genre, excited to see it.","A very intriguing take on vampire genre, excited to see it.",0.0,0.806,0.194,0.34,Positive
Looks promising.,Looks promising.,0.0,0.27,0.73,0.4019,Positive
Vampire brother vs. Human brother?,Vampire brother vs. Human brother?,0.0,1.0,0.0,0.0,Neutral
This is the best trailer out of the rest made for this film! 💯 #sinners,This is the best trailer out of the rest made for this film! 💯 #sinners,0.0,0.77,0.23,0.6696,Positive
AMAZING FILM - simply awesome,AMAZING FILM - simply awesome,0.0,0.258,0.742,0.8636,Positive
Musical??,Musical??,0.0,1.0,0.0,0.0,Neutral
"Wow, I am getting a more Jordan Peele kinda movie vibs than a Coogler Kinda movie. And that is good ...","Wow, I am getting a more Jordan Peele kinda movie vibs than a Coogler Kinda movie. And that is good news!",0.0,0.731,0.269,0.7901,Positive
Overhyped movie. ….fake reviews all…. Movie full bore,Overhyped movie. ….fake reviews all…. Movie full bore,0.222,0.778,0.0,-0.25,Negative
I watched today..❤️❤️,I watched today..❤️❤️,0.0,1.0,0.0,0.0,Neutral
From...,From...,0.0,1.0,0.0,0.0,Neutral
Biasa tengok wajah orang takut. Dah boleh buat selamba. Kena ajar juga budak2 baru sebelah ni ye. 😂😂...,Biasa tengok wajah orang takut. Dah boleh buat selamba. Kena ajar juga budak2 baru sebelah ni ye. 😂😂😂😂,0.147,0.56,0.293,0.891,Positive
❤❤,❤❤,0.0,0.192,0.808,0.8555,Positive
"This trailer is so hypnotic. Especially after watching the movie now, it's just spellbinding.","This trailer is so hypnotic. Especially after watching the movie now, it's just spellbinding.",0.0,1.0,0.0,0.0,Neutral
Best movie I've watched!!❤,Best movie I've watched!!❤,0.0,0.308,0.692,0.8745,Positive
Release in hindi also please,Release in hindi also please,0.0,0.635,0.365,0.3182,Positive
What a big miss oportunity to not releasing in Hindi dubbed 😢,What a big miss oportunity to not releasing in Hindi dubbed 😢,0.299,0.701,0.0,-0.5719,Negative
Hollywood movies malayalam subtitles aad pls in kerala theatre,Hollywood movies malayalam subtitles aad pls in kerala theatre,0.0,0.86,0.14,0.0772,Positive
Very less screens not even at PVR!,Very less screens not even at PVR!,0.0,1.0,0.0,0.0,Neutral
"Chavu dedda vesavu kadara, telugu lo trailor vesi, movie english lo realise chestunnavu. 😢","Chavu dedda vesavu kadara, telugu lo trailor vesi, movie english lo realise chestunnavu. 😢",0.181,0.819,0.0,-0.4767,Negative
This movie became god of tomatoes,This movie became god of tomatoes,0.0,0.704,0.296,0.2732,Positive
In patna it is not available 😢,In patna it is not available 😢,0.0,0.733,0.267,0.3724,Positive
Why hate for black they not invaded and converted to Christianity helped to built countries and chur...,"Why hate for black they not invaded and converted to Christianity helped to built countries and churches…other than Muslims are dangerous.invaded ,destroyed ,looted ,converted others",0.231,0.769,0.0,-0.7845,Negative
😮,😮,0.0,1.0,0.0,0.0,Neutral
Warner Brothers Please Don't Show Teen Titans Go Your Showing Every Day Kids Doesn't like To Watch i...,Warner Brothers Please Don't Show Teen Titans Go Your Showing Every Day Kids Doesn't like To Watch it in Cartoon Network Channel.Make New Animation And Stories For Kids. Nowonwards Don't Show Teen Titans Go Please 🙏,0.052,0.835,0.113,0.3591,Positive
Kids Love Classic Ben 10 . Ben 10 Alien Force. Ben 10 Ultimate Alien. But Kids Hate Ben 10 Reboot an...,Kids Love Classic Ben 10 . Ben 10 Alien Force. Ben 10 Ultimate Alien. But Kids Hate Ben 10 Reboot and Ben 10 Omniverse Because The Animation Gives Vomit Feeling Every One Hated Omniverse And Reboot Art style So Please Make Ben 10 With Alien Force or Ben 10 Classic Art Style Kids Really Love it If You Do It,0.137,0.68,0.184,0.4071,Positive
Warner Brothers Don't Show Teen Titans Go in Cartoon Network Channel Kids Are Getting So Bored Hire ...,Warner Brothers Don't Show Teen Titans Go in Cartoon Network Channel Kids Are Getting So Bored Hire New Animators And Story Writes And Give The best Content For Kids.,0.081,0.795,0.124,0.3525,Positive
hi why the hindi dubbed version is not releasing ?,hi why the hindi dubbed version is not releasing ?,0.0,1.0,0.0,0.0,Neutral
Hindi dubbed me trailer hai movie release nii kr rhe ye kyun,Hindi dubbed me trailer hai movie release nii kr rhe ye kyun,0.0,1.0,0.0,0.0,Neutral
"Please in hindi, if this movie not comes in hindi so I will never go to see in theaters okie hmh","Please in hindi, if this movie not comes in hindi so I will never go to see in theaters okie hmh",0.0,0.897,0.103,0.3182,Positive
Ye hindi meh theatre meh release hogi kya ?,Ye hindi meh theatre meh release hogi kya ?,0.271,0.729,0.0,-0.1531,Negative
release in hindi,release in hindi,0.0,1.0,0.0,0.0,Neutral
Like the comment if u also think this movie is gonna  be blockbuster ❤❤❤,Like the comment if u also think this movie is gonna  be blockbuster ❤❤❤,0.0,0.424,0.576,0.9638,Positive
He diserve it,He diserve it,0.0,1.0,0.0,0.0,Neutral
Tamil and Telugu trailer only coming movie not release in theater why?????????,Tamil and Telugu trailer only coming movie not release in theater why?????????,0.0,1.0,0.0,0.0,Neutral
Why telugu dibbing not release,Why telugu dibbing not release,0.0,1.0,0.0,0.0,Neutral
Telugu ?,Telugu ?,0.0,1.0,0.0,0.0,Neutral
Waiting for tamil  dubbed,Waiting for tamil  dubbed,0.0,1.0,0.0,0.0,Neutral
WB never disappoint ❤,WB never disappoint ❤,0.39,0.348,0.262,-0.2755,Negative
Waiting from telegu dubbing,Waiting from telegu dubbing,0.0,1.0,0.0,0.0,Neutral
"Waiting for ludwig goransson music, and I am the first like and comment 😂😂","Waiting for ludwig goransson music, and I am the first like and comment 😂😂",0.119,0.564,0.317,0.8074,Positive
!st comment,!st comment,0.0,1.0,0.0,0.0,Neutral
That Spm,That Spm,0.0,1.0,0.0,0.0,Neutral
That Mexican?,That Mexican?,0.0,1.0,0.0,0.0,Neutral
Who's waching this in 2026,Who's waching this in 2026,0.0,1.0,0.0,0.0,Neutral
Lorddd❤❤❤❤❤❤,Lorddd❤❤❤❤❤❤,0.0,0.217,0.783,0.9803,Positive
"He is sooo fine ❤❤❤😮 
B Jordan ❤❤","He is sooo fine ❤❤❤😮 
B Jordan ❤❤",0.0,0.38,0.62,0.9744,Positive
I hope this is a sign for part 2 of sinners,I hope this is a sign for part 2 of sinners,0.0,0.775,0.225,0.4404,Positive
Congratulations to you all! ❤❤❤❤❤ A job well done 🎉🎉🎉🎉😊,Congratulations to you all! ❤❤❤❤❤ A job well done 🎉🎉🎉🎉😊,0.0,0.29,0.71,0.9923,Positive
i cant stop watching the movie,i cant stop watching the movie,0.0,0.726,0.274,0.2235,Positive
I absolutely love Hailee Steinfield❤❤❤❤ and i would love to have  Michael B.Jordan's  body build lik...,I absolutely love Hailee Steinfield❤❤❤❤ and i would love to have  Michael B.Jordan's  body build like he was in Creed.,0.0,0.429,0.571,0.9834,Positive
I look at you every day 👑⭐️📽🥰,I look at you every day 👑⭐️📽🥰,0.0,0.64,0.36,0.8074,Positive
Everyone got the same grills except Michael,Everyone got the same grills except Michael,0.0,1.0,0.0,0.0,Neutral
❤😊 love it,❤😊 love it,0.0,0.258,0.742,0.9371,Positive
I just saw it and I can't get over it.,I just saw it and I can't get over it.,0.0,1.0,0.0,0.0,Neutral
Watched the whole movie and obsessed with it,Watched the whole movie and obsessed with it,0.195,0.805,0.0,-0.1779,Negative
Not the vampire fang grills!,Not the vampire fang grills!,0.0,1.0,0.0,0.0,Neutral
His mouth omgggg,His mouth omgggg,0.0,1.0,0.0,0.0,Neutral
Might not watch cus of this promo,Might not watch cus of this promo,0.0,1.0,0.0,0.0,Neutral
Bling bling boi,Bling bling boi,0.0,1.0,0.0,0.0,Neutral
This movie was absolutely AMAZING ❤,This movie was absolutely AMAZING ❤,0.0,0.35,0.65,0.8831,Positive
Sinners was so good it made me cry.,Sinners was so good it made me cry.,0.241,0.467,0.291,0.1633,Positive
I watch it it gave me the chills and I got jumpscared so much times,I watch it it gave me the chills and I got jumpscared so much times,0.0,1.0,0.0,0.0,Neutral
Hailee looks like she listens to this 😂,Hailee looks like she listens to this 😂,0.11,0.523,0.366,0.6597,Positive
Best one yet💕💕🥳,Best one yet💕💕🥳,0.0,0.245,0.755,0.9468,Positive
Michael b Jordan I'm a fan 👏👏,Michael b Jordan I'm a fan 👏👏,0.0,0.796,0.204,0.3182,Positive
Their litterly giving it away at the end of the movie the old sammie does not apere in the miror beh...,Their litterly giving it away at the end of the movie the old sammie does not apere in the miror behind the bar tender so is sammie a vampire or did he sell hiss soul to the devil 😮,0.094,0.855,0.051,-0.4588,Negative
gurl i saw u smiling 🫵,gurl i saw u smiling 🫵,0.0,0.625,0.375,0.4588,Positive
Amazing!,Amazing!,0.0,0.0,1.0,0.6239,Positive
"Put triplets in me, MBJ.","Put triplets in me, MBJ.",0.0,1.0,0.0,0.0,Neutral
Song???,Song???,0.0,1.0,0.0,0.0,Neutral
❤❤❤❤😂😂❤❤,❤❤❤❤😂😂❤❤,0.078,0.247,0.675,0.9861,Positive
i love it  all of it just love,i love it  all of it just love,0.0,0.417,0.583,0.8555,Positive
Me and my mom watch the show and I loved the end.,Me and my mom watch the show and I loved the end.,0.0,0.738,0.262,0.5994,Positive
Rip stack❤,Rip stack❤,0.0,0.417,0.583,0.6369,Positive
❤,❤,0.0,0.192,0.808,0.6369,Positive
MY DREAM IS TO ONE DAY PLAY ALONGSIDE THIS ACTOR 📽️📌,MY DREAM IS TO ONE DAY PLAY ALONGSIDE THIS ACTOR 📽️📌,0.0,0.652,0.348,0.7065,Positive
Fine shi ngl,Fine shi ngl,0.0,0.526,0.474,0.2023,Positive
I want a pair lol,I want a pair lol,0.0,0.423,0.577,0.4767,Positive
Bi panic,Bi panic,0.767,0.233,0.0,-0.5106,Negative
This is that kind of movie that grabs you and makes you wanna watch it again.  Time for a re-watch 😁,This is that kind of movie that grabs you and makes you wanna watch it again.  Time for a re-watch 😁,0.0,0.889,0.111,0.4588,Positive
Those teeth grills are killin it tho ✨✨✨✨💯💯💯💯🔥🔥🔥🔥🔥🔥,Those teeth grills are killin it tho ✨✨✨✨💯💯💯💯🔥🔥🔥🔥🔥🔥,0.373,0.389,0.238,-0.6369,Negative
Where’s the actor that played Stack?,Where’s the actor that played Stack?,0.0,0.676,0.324,0.34,Positive
why is the white girl lowk pretty?,why is the white girl lowk pretty?,0.0,0.652,0.348,0.4939,Positive
When I could of seen it I didn’t since then I been wanted to see it I heard it got 😱,When I could of seen it I didn’t since then I been wanted to see it I heard it got 😱,0.209,0.791,0.0,-0.7003,Negative
This ate,This ate,0.0,1.0,0.0,0.0,Neutral
Damn hailey is so fine!!!,Damn hailey is so fine!!!,0.4,0.335,0.265,-0.2981,Negative
😂,😂,0.218,0.345,0.437,0.4404,Positive
They Got Sammie ?,They Got Sammie ?,0.0,1.0,0.0,0.0,Neutral
I find it interesting that the media said this movie was a success with a big asterisk because it ma...,"I find it interesting that the media said this movie was a success with a big asterisk because it made I think it was 2/3 of its entire budget back opening weekend like it was some sort of failure but all I've seen is people raving about it, countless reaction videos and folks saying they've seen it 2, 3, 4 times and WANT to go see it again. Why did they seem to want to downplay it like they did? Especially from a director who has several hugely successful movies on his resume. That doesn't happen with other directors. It didn't happen with Once Upon a time in Hollywood, which had the same exact budget this movie did. They called that movie a success right outta the gate. Curious.",0.016,0.803,0.181,0.9737,Positive
I hope they all ain’t wearing the same grill,I hope they all ain’t wearing the same grill,0.0,0.734,0.266,0.4404,Positive
omg MICHAEL IS SO FINEEE😭😭,omg MICHAEL IS SO FINEEE😭😭,0.442,0.558,0.0,-0.7977,Negative
What in the Texas culture is going on here,What in the Texas culture is going on here,0.0,1.0,0.0,0.0,Neutral
Wtf,Wtf,1.0,0.0,0.0,-0.5859,Negative
How many Marvel actors are in this masterpiece lol,How many Marvel actors are in this masterpiece lol,0.0,0.364,0.636,0.8879,Positive
OUUH HE SO FINE,OUUH HE SO FINE,0.0,0.559,0.441,0.3327,Positive
Name of song?,Name of song?,0.0,1.0,0.0,0.0,Neutral
The cast was phenomenal,The cast was phenomenal,0.0,1.0,0.0,0.0,Neutral
OMGG JORDAN OR IS IT SPELL LIKE JORDYN LIKE MY NAME,OMGG JORDAN OR IS IT SPELL LIKE JORDYN LIKE MY NAME,0.0,0.643,0.357,0.6124,Positive
I have a crush on the woman that plays Annie,I have a crush on the woman that plays Annie,0.138,0.69,0.172,0.1027,Positive
Remmick was just ready,Remmick was just ready,0.0,0.545,0.455,0.3612,Positive
I seen the movie to times I’m am ready to see it 1000 times,I seen the movie to times I’m am ready to see it 1000 times,0.0,0.839,0.161,0.3612,Positive
Ok thennnnnn😮,Ok thennnnnn😮,0.0,0.694,0.306,0.296,Positive
Josh allen lucky bru hailee fine af,Josh allen lucky bru hailee fine af,0.0,0.521,0.479,0.5574,Positive
Song name ??,Song name ??,0.0,1.0,0.0,0.0,Neutral
MBJ is my dad,MBJ is my dad,0.0,1.0,0.0,0.0,Neutral
I watched this an unhealthy number of times,I watched this an unhealthy number of times,0.318,0.561,0.121,-0.4767,Negative
Sooooo See xxyyyy,Sooooo See xxyyyy,0.0,1.0,0.0,0.0,Neutral
SAMMIEEEEE,SAMMIEEEEE,0.0,1.0,0.0,0.0,Neutral
I love the Sinners movie🤩🤩🤩🤩,I love the Sinners movie🤩🤩🤩🤩,0.0,0.656,0.344,0.6369,Positive
The irish vampire stole the show for me,The irish vampire stole the show for me,0.0,1.0,0.0,0.0,Neutral
Omg why does this go so HARD tho?,Omg why does this go so HARD tho?,0.284,0.716,0.0,-0.4181,Negative
"Damn, this movie good!","Damn, this movie good!",0.342,0.253,0.404,0.126,Positive
Hold up did y’all know Michael b jordan I  my cousin,Hold up did y’all know Michael b jordan I  my cousin,0.0,1.0,0.0,0.0,Neutral
That Mexican OT .. ok,That Mexican OT .. ok,0.0,0.645,0.355,0.296,Positive
love that everyone is rocking grills to their own vibe 🤘,love that everyone is rocking grills to their own vibe 🤘,0.0,0.756,0.244,0.6369,Positive
"Saw it twice
Cried three times the second time around
Ready for number 3","Saw it twice
Cried three times the second time around
Ready for number 3",0.149,0.632,0.218,0.0516,Positive
Michael B. Jordan!!! That man is fine😍😍😍😍😍😍,Michael B. Jordan!!! That man is fine😍😍😍😍😍😍,0.0,0.537,0.463,0.9622,Positive
"GOD Is Good.
HE Loves us 😊","GOD Is Good.
HE Loves us 😊",0.0,0.28,0.72,0.9375,Positive
Ridiculous,Ridiculous,1.0,0.0,0.0,-0.3612,Negative
This a actual song,This a actual song,0.0,1.0,0.0,0.0,Neutral
I really love this musical movie ❤❤,I really love this musical movie ❤❤,0.0,0.352,0.648,0.9312,Positive
Gotta say the movie was GOAT,Gotta say the movie was GOAT,0.0,1.0,0.0,0.0,Neutral
"My main brother Mike B (one of the greatest actors of all times, definitely my favorite actor of all...","My main brother Mike B (one of the greatest actors of all times, definitely my favorite actor of all tmes). Also love what Mike, Wunmi, Miles, Hailee &  Jack did , they all look great.
 I still haven't seen the movie Sinners but i am definitely going to see it eventually, i keep hearing it is a great movie.",0.0,0.714,0.286,0.9628,Positive
Stunning folks! ❤,Stunning folks! ❤,0.0,0.22,0.78,0.7959,Positive
I love how everyone had their own little opening with he vampire teeth but I think Jack's was so cut...,I love how everyone had their own little opening with he vampire teeth but I think Jack's was so cute 😂😂😂,0.123,0.469,0.408,0.9659,Positive
Sinners are great is my favorite movie I watch it all the time. I hope I wish to see you.sinners😁😁,Sinners are great is my favorite movie I watch it all the time. I hope I wish to see you.sinners😁😁,0.0,0.562,0.438,0.9565,Positive
Shout out to @mexicanOT,Shout out to @mexicanOT,0.0,1.0,0.0,0.0,Neutral
🎉🎉🎉🎉,🎉🎉🎉🎉,0.0,0.27,0.73,0.8689,Positive
Ew,Ew,0.0,1.0,0.0,0.0,Neutral
