comment,full_comment,negative,neutral,positive,compound,sentiment
anyone else not realize Lockjaw was Sean Penn ?,anyone else not realize Lockjaw was Sean Penn ?,0.0,1.0,0.0,0.0,Neutral
lot of spoilers here. Best to just watch it and let it unfold ❤,lot of spoilers here. Best to just watch it and let it unfold ❤,0.0,0.607,0.393,0.8555,Positive
"Remember, one thing above all the truth never change This movie is a reflection of a 360degree reocc...","Remember, one thing above all the truth never change This movie is a reflection of a 360degree reoccurring self-destruction of mankind until we all respect & love one another as family, by making lies & immorality are number one enemy 1❤ for the truth",0.127,0.594,0.279,0.8591,Positive
Deserves an oscar,Deserves an oscar,0.0,1.0,0.0,0.0,Neutral
"Interesting movie.
Several times I exploded from laughter.
My hat of to the people who made it.","Interesting movie.
Several times I exploded from laughter.
My hat of to the people who made it.",0.0,0.718,0.282,0.7096,Positive
I watched the whole thing and still have no idea what it was actually about. It was good though lol,I watched the whole thing and still have no idea what it was actually about. It was good though lol,0.088,0.683,0.229,0.5423,Positive
Looks like every 'kidnapped daughter'-flick released in the past fifteen years,Looks like every 'kidnapped daughter'-flick released in the past fifteen years,0.0,0.8,0.2,0.3612,Positive
I didn’t know any father calling his daughter “baby”. Until this movie 😂,I didn’t know any father calling his daughter “baby”. Until this movie 😂,0.092,0.725,0.184,0.4404,Positive
What a spastic of a movie 😂,What a spastic of a movie 😂,0.129,0.612,0.259,0.4404,Positive
"Benicio del Toro graced this screen, what an aura man!","Benicio del Toro graced this screen, what an aura man!",0.0,0.804,0.196,0.2942,Positive
"Am i the only one that thought Lockjaw playing with himself, getting an erection was stupid and then...","Am i the only one that thought Lockjaw playing with himself, getting an erection was stupid and then when the old men were meeting talking about Hail saint nick. Christmas stuff",0.099,0.812,0.09,-0.3182,Negative
😮,😮,0.0,1.0,0.0,0.0,Neutral
I love how they used Beyoncé’s song for this trailer,I love how they used Beyoncé’s song for this trailer,0.0,0.682,0.318,0.6369,Positive
Excellent Movie. Just watched,Excellent Movie. Just watched,0.0,0.448,0.552,0.5719,Positive
masterpiece of pacing.  most of it feels breakneck and the rare moments you can take a breath in a b...,"masterpiece of pacing.  most of it feels breakneck and the rare moments you can take a breath in a brief talky scene are great too. I liked the ending better in The Long Walk, but overall, this is best film I've seen this year.  

Almost feels like a sequel could emerge, as unlikely as it is, there's plenty of room for more.",0.0,0.761,0.239,0.9484,Positive
ő ezt legalizálná,ő ezt legalizálná,0.0,1.0,0.0,0.0,Neutral
Mert aki a tiszára szavaz éppen ezt teszi!!!  Neki nem számít hogyan használják majd a gyermekét.......,Mert aki a tiszára szavaz éppen ezt teszi!!!  Neki nem számít hogyan használják majd a gyermekét..... szarni rá ha bukik az orbán....,0.0,0.865,0.135,0.5067,Positive
Aki ezt támogatja az névvel címmel itt ajánlhatja fel  épp hogy elmúlt gyermekét ennek a beteg állat...,Aki ezt támogatja az névvel címmel itt ajánlhatja fel  épp hogy elmúlt gyermekét ennek a beteg állatnak!!!,0.0,1.0,0.0,0.0,Neutral
Not worth 3 hours and if this movies was not leonardo in it would be 6.5 IMBD rated,Not worth 3 hours and if this movies was not leonardo in it would be 6.5 IMBD rated,0.089,0.911,0.0,-0.1695,Negative
Na ezt várja vissza a náci péter aki csak így juthat nőhöz!!!,Na ezt várja vissza a náci péter aki csak így juthat nőhöz!!!,0.0,1.0,0.0,0.0,Neutral
A neolibsi nácik akik csak baszni kúrni  és bármit áthágni akarnak azokat élteti... tudjátok kik vol...,A neolibsi nácik akik csak baszni kúrni  és bármit áthágni akarnak azokat élteti... tudjátok kik voltak ezek régen.... a KOMMUNISTÁK...  és  most ezeket éltetik a nyugati libernyákok...lehessen bárkit bármikor  mert megkívánják....de ha az nem párttag akkor bünti ha az akkor előléptetés......és osszad meg a párttagokkal.... 20-30 osztozott a csinos lányokon!!!!,0.0,0.889,0.111,0.7156,Positive
Wow this movie. Havent enjoyed such great acting in a while. Sean pen was legit best in his role.,Wow this movie. Havent enjoyed such great acting in a while. Sean pen was legit best in his role.,0.207,0.517,0.276,0.4596,Positive
ICE raid on trailer can confiscate it.,ICE raid on trailer can confiscate it.,0.0,1.0,0.0,0.0,Neutral
"Benicio, Dicaprio and Sean Penn cant ask for more❤😂","Benicio, Dicaprio and Sean Penn cant ask for more❤😂",0.082,0.561,0.357,0.8115,Positive
My least favt. movie by leonardo didn't find that kick,My least favt. movie by leonardo didn't find that kick,0.0,1.0,0.0,0.0,Neutral
wow trevor got a movie,wow trevor got a movie,0.0,0.513,0.487,0.5859,Positive
The they them scene ruined the trailer I’m good on that,The they them scene ruined the trailer I’m good on that,0.207,0.6,0.193,-0.0516,Negative
Leonardo is one of my favorite actor ❤,Leonardo is one of my favorite actor ❤,0.0,0.493,0.507,0.802,Positive
hiring them blax into the cast was a mistake,hiring them blax into the cast was a mistake,0.231,0.769,0.0,-0.34,Negative
"Best part of two hours of Goosebumps and pride.
Absolutely loved this open hearted and eye opening i...","Best part of two hours of Goosebumps and pride.
Absolutely loved this open hearted and eye opening interview.
Well done to both Liam and Ant🤜🤛",0.0,0.66,0.34,0.9168,Positive
Man what did I saw last night .... 🤯,Man what did I saw last night .... 🤯,0.0,1.0,0.0,0.0,Neutral
Good movie about ice,Good movie about ice,0.0,0.508,0.492,0.4404,Positive
Boring…,Boring…,0.0,1.0,0.0,0.0,Neutral
I have not sat through a full 3hr movie straight through since interstellar... this was worth it.,I have not sat through a full 3hr movie straight through since interstellar... this was worth it.,0.0,0.798,0.202,0.4215,Positive
"Just saw it..
this movie will go on for years..

a must see..","Just saw it..
this movie will go on for years..

a must see..",0.0,1.0,0.0,0.0,Neutral
"Even though too left leaning, I really liked it.","Even though too left leaning, I really liked it.",0.0,0.721,0.279,0.4754,Positive
"one word: horrendous. oh, let me please add another few words: everything that's wrong with the worl...","one word: horrendous. oh, let me please add another few words: everything that's wrong with the world all tied up in one anarchist ball...",0.228,0.695,0.076,-0.6808,Negative
😂💩💩💩,😂💩💩💩,0.107,0.678,0.215,0.4404,Positive
Biiiiig Pass,Biiiiig Pass,0.0,1.0,0.0,0.0,Neutral
"What i enjoyed more of this movie were the bad guys ""the army""  and those secret meetings with those...","What i enjoyed more of this movie were the bad guys ""the army""  and those secret meetings with those high-ranking officials and their lines, i bet is not far from reality. 10/10 movie",0.093,0.82,0.087,-0.0516,Negative
Sacramento?,Sacramento?,0.0,1.0,0.0,0.0,Neutral
"“It’s not cards you don’t roll cards it’s dice. 💁🏻‍♂️”

🤣🤣🤣","“It’s not cards you don’t roll cards it’s dice. 💁🏻‍♂️”

🤣🤣🤣",0.0,0.686,0.314,0.9153,Positive
This movie was absolutely outstanding! Very relavant and accurate to our current environment and tim...,"This movie was absolutely outstanding! Very relavant and accurate to our current environment and time (unfortunately). Extremely well cast and written. And we witnessed the rise of a new Star in Chase Infiniti, who is talented and gorgeous.",0.048,0.664,0.287,0.9166,Positive
The way it looks so good I wish it was SERIES,The way it looks so good I wish it was SERIES,0.0,0.573,0.427,0.7721,Positive
"Eh, not feeling it...probably wont watch","Eh, not feeling it...probably wont watch",0.215,0.785,0.0,-0.0951,Negative
This film is the nail in the coffin for PTA. 💀,This film is the nail in the coffin for PTA. 💀,0.0,1.0,0.0,0.0,Neutral
What a weird movie. Dont get how its a 8.2 on imdb. Deserves 7 max imo.,What a weird movie. Dont get how its a 8.2 on imdb. Deserves 7 max imo.,0.102,0.898,0.0,-0.1779,Negative
Couldn't he just stop the car for a second?,Couldn't he just stop the car for a second?,0.0,0.809,0.191,0.2235,Positive
FILM OF OUR GENERATION,FILM OF OUR GENERATION,0.0,1.0,0.0,0.0,Neutral
"This film was fantastic. 
I swear Leo could play a good ‘Scrooge’ for a dark Xmas movie.","This film was fantastic. 
I swear Leo could play a good ‘Scrooge’ for a dark Xmas movie.",0.052,0.563,0.385,0.8271,Positive
So is this Transtifa movie any good?  Of course it got a 95% Fresh…That’s the point.  But is it real...,So is this Transtifa movie any good?  Of course it got a 95% Fresh…That’s the point.  But is it really a good movie?,0.0,0.761,0.239,0.7634,Positive
Naaaahhh👎,Naaaahhh👎,0.0,1.0,0.0,0.0,Neutral
Not if I seen you first.... classic Carl Winslow......IYKYK,Not if I seen you first.... classic Carl Winslow......IYKYK,0.0,1.0,0.0,0.0,Neutral
"What stood out for me the most, was Sean Penn's performance. I've never thought of Sean Penn as inti...","What stood out for me the most, was Sean Penn's performance. I've never thought of Sean Penn as intimidating, but he absolutely nails it, outstanding.",0.063,0.746,0.191,0.7136,Positive
How does this trailer fit the name of the movie ?,How does this trailer fit the name of the movie ?,0.0,0.8,0.2,0.3612,Positive
"1 of my top 100 movies of my lifetime.
Cant believe what i watched.
Will get lots of oscars.","1 of my top 100 movies of my lifetime.
Cant believe what i watched.
Will get lots of oscars.",0.0,0.909,0.091,0.2023,Positive
I didnt dislike the movie but the trailer doesnt do justice to the real tone of this movie. Is way m...,I didnt dislike the movie but the trailer doesnt do justice to the real tone of this movie. Is way more absurd and ridiculous than it shows.,0.222,0.729,0.048,-0.7729,Negative
👏,👏,0.0,1.0,0.0,0.0,Neutral
Lol tom cruise leo instantly falls ftom the car,Lol tom cruise leo instantly falls ftom the car,0.0,0.741,0.259,0.4215,Positive
High ratings on IMDB do not guarantee it will be good.,High ratings on IMDB do not guarantee it will be good.,0.128,0.66,0.213,0.2869,Positive
"Love how back in the day when Titanic released and Leo got big, nobody believed us girlies when we s...","Love how back in the day when Titanic released and Leo got big, nobody believed us girlies when we said he wasn't just cute but a great actor, too (see all his stuff before Titanic). Glad people eventually caught on to that. My big brother no longer mocks me for liking him lol.",0.063,0.623,0.314,0.9647,Positive
Does it worth to watch it on cinema ?,Does it worth to watch it on cinema ?,0.0,0.808,0.192,0.2263,Positive
One of the better movies in recent years,One of the better movies in recent years,0.0,0.707,0.293,0.4404,Positive
Is there going to be a part 2,Is there going to be a part 2,0.0,1.0,0.0,0.0,Neutral
oh man. what happened to leo. he used to make great movies 👎🏽👎🏽👎🏽,oh man. what happened to leo. he used to make great movies 👎🏽👎🏽👎🏽,0.0,0.864,0.136,0.6249,Positive
This movie ruled so hard,This movie ruled so hard,0.318,0.682,0.0,-0.2183,Negative
A movie that chaged the century,A movie that chaged the century,0.0,1.0,0.0,0.0,Neutral
"I would have never seen Sean Penn’s character surviving that shotgun to the face and car crash, only...","I would have never seen Sean Penn’s character surviving that shotgun to the face and car crash, only to end up being killed by the Christmas club. Didn’t expect it",0.198,0.742,0.06,-0.7184,Negative
Sean Penn was so good in this!!,Sean Penn was so good in this!!,0.0,0.581,0.419,0.6514,Positive
"Went into this movie knowing nothing about it but was pleasantly surprised, it was really good and f...","Went into this movie knowing nothing about it but was pleasantly surprised, it was really good and funny lol.",0.0,0.428,0.572,0.9625,Positive
Freedom by Beyoncé feat whoever 😍,Freedom by Beyoncé feat whoever 😍,0.0,0.493,0.507,0.802,Positive
"When top tier actors are in a trailer that’s ambiguous, I’m in.","When top tier actors are in a trailer that’s ambiguous, I’m in.",0.0,0.859,0.141,0.2023,Positive
"They 
Them","They 
Them",0.0,1.0,0.0,0.0,Neutral
Losers 😂😂,Losers 😂😂,0.346,0.288,0.365,0.34,Positive
a masterpiece,a masterpiece,0.0,0.196,0.804,0.6249,Positive
"I found Gallant VR4 in this movie,nice ❤❤","I found Gallant VR4 in this movie,nice ❤❤",0.0,0.419,0.581,0.9022,Positive
Where do I start. The lockjaw guy seems to have Sorrento mission matter. Like whatever mission we di...,"Where do I start. The lockjaw guy seems to have Sorrento mission matter. Like whatever mission we did, there it is on his face. 

Soooooooo, I remember the time we had the equipment and moved it and it was stable and we held it at location and it worked correctly but I forgot what we were supposed to be doing. But they know how to repair after seeing us work on the matter a few time. 

Then that location was stable and really nice. Ok, so then I get abducted from there. And i was  happy. 


So I want to remind the time when I was going to go to full time academy in elementary school and dad said its a nice place and mom was like I can't live without her here so I had to leave there and it was wonderful. Then different people showed up and it was safe but weird and creepy very up to something kids there and no one else. We've done this a few times and I think we went on a field trip and then I recall being at home on the other side of the country, then back at the full time academy by like black van. Im not kidding. Normal was sooooo close. 


I see a lot of dynamics of Hebrew status and isreali status of the people in the movie. I also see dynamics where we split up matters that seem to be a matter in a reasonably seceret way to keep things stable.",0.041,0.792,0.167,0.9871,Positive
The political messaging here is so heavy-handed it overshadows the decent acting and production valu...,"The political messaging here is so heavy-handed it overshadows the decent acting and production value. This is a dangerous game. When propaganda replaces nuance, everyone loses.",0.233,0.692,0.075,-0.6124,Negative
⭐️⭐️⭐️⭐️⭐️,⭐️⭐️⭐️⭐️⭐️,0.0,1.0,0.0,0.0,Neutral
💎💎💎💎💎,💎💎💎💎💎,0.0,1.0,0.0,0.0,Neutral
💜💜💜💜💜,💜💜💜💜💜,0.0,0.192,0.808,0.9719,Positive
My son and daughter in law saw this at the theater and highly recommend it.. so I will either see it...,My son and daughter in law saw this at the theater and highly recommend it.. so I will either see it or stream it. and I do like Leonardo DiCaprio.. awesome actor..,0.0,0.755,0.245,0.8553,Positive
Caprio and Penn are brilliant.,Caprio and Penn are brilliant.,0.0,0.513,0.487,0.5859,Positive
This movie was hilarious,This movie was hilarious,0.0,0.526,0.474,0.4019,Positive
I don’t know… same thing again and again…big names..men.. guns…cool lines.. bravado… with just the r...,I don’t know… same thing again and again…big names..men.. guns…cool lines.. bravado… with just the right amount of tongue in cheek.. familiar formula.. and it works again and again…can we move on from this patriarchal…#$@&.. 🙄,0.0,1.0,0.0,0.0,Neutral
The only trailer to acknowledge that Perfidia is a RAT,The only trailer to acknowledge that Perfidia is a RAT,0.0,1.0,0.0,0.0,Neutral
Looks idiotic.,Looks idiotic.,0.783,0.217,0.0,-0.5574,Negative
I watched the first ten minutes of this movie and the girl he gets pregnant was the cringiest thing ...,I watched the first ten minutes of this movie and the girl he gets pregnant was the cringiest thing I’ve ever seen or heard in my life. Actually made me turn it off and watch The Running Man,0.0,1.0,0.0,0.0,Neutral
I'm 18 minutes into this movie. I'm turning it off. 😊,I'm 18 minutes into this movie. I'm turning it off. 😊,0.0,0.684,0.316,0.7184,Positive
HAS TO BE ONE OF THE DUMBEST MOVIES EVER WRITTEN BY ELEMENTARY KIDS !!!!🤣,HAS TO BE ONE OF THE DUMBEST MOVIES EVER WRITTEN BY ELEMENTARY KIDS !!!!🤣,0.205,0.669,0.126,-0.459,Negative
"Why they are wasting money to make movies like this ? And why I wasted my time to watch it, donno an...","Why they are wasting money to make movies like this ? And why I wasted my time to watch it, donno anymore.",0.215,0.693,0.091,-0.5267,Negative
Masterpiece!,Masterpiece!,0.0,0.0,1.0,0.6588,Positive
A movie about a bunch of domestic terrorist who should be executed for treason,A movie about a bunch of domestic terrorist who should be executed for treason,0.388,0.612,0.0,-0.8225,Negative
I'm boycotting these communist pieces of sh*t!,I'm boycotting these communist pieces of sh*t!,0.333,0.667,0.0,-0.4574,Negative
Teyana Taylor was pretty much a mammy bed winch in that flop of a movie.,Teyana Taylor was pretty much a mammy bed winch in that flop of a movie.,0.129,0.699,0.172,0.2023,Positive
Awful,Awful,1.0,0.0,0.0,-0.4588,Negative
"Great comedy.  Can't wait for the SNL skit.  It has it all, but the face licking takes DeCaprio into...","Great comedy.  Can't wait for the SNL skit.  It has it all, but the face licking takes DeCaprio into Oscar territory.  From his humble beginnings as Gilbert Grape to this...  long way down.",0.0,0.878,0.122,0.5106,Positive
"If someone gets influenced by this movie and does a really terrible thing to the society, Paul Thoma...","If someone gets influenced by this movie and does a really terrible thing to the society, Paul Thomas Anderson should be held accountable. Freedom of speech does not mean freedom of responsibility.",0.169,0.726,0.105,-0.3738,Negative
⭐It is now streaming on HBO Max. ⭐,⭐It is now streaming on HBO Max. ⭐,0.0,1.0,0.0,0.0,Neutral
"Sometimes talent just leaves and it's no one's fault, it just disappeared. Thank you P. T. Anderson ...","Sometimes talent just leaves and it's no one's fault, it just disappeared. Thank you P. T. Anderson for the great films you've made in the past.",0.115,0.559,0.326,0.8205,Positive
"Although the google b.s. rationalizing its box office failure was completely unpersuasive, I have to...","Although the google b.s. rationalizing its box office failure was completely unpersuasive, I have to admit that this is one heckuva trailer. However, calling it the greatest picture of the 21st century is meaningless, considering the last great picture was released in 1998.",0.114,0.7,0.186,0.5994,Positive
self-indulgent slop for brainwashed morons,self-indulgent slop for brainwashed morons,0.365,0.635,0.0,-0.3182,Negative
One of the best movies this year love it ❤,One of the best movies this year love it ❤,0.0,0.388,0.612,0.9274,Positive
"Love your Content!!!🥰
you're a great and nice and wonderful and kind and amazing person🥰🥰🥰
you deser...","Love your Content!!!🥰
you're a great and nice and wonderful and kind and amazing person🥰🥰🥰
you deserved it🫶🫶🫶
have a Blessed Sunday 🙏🙏🙏",0.0,0.371,0.629,0.9956,Positive
The Directors Guild of America signatories and cast profiles have researcher as a job role. The exac...,"The Directors Guild of America signatories and cast profiles have researcher as a job role. The exact nature of occupational skill depends on the production management requirements.  The production resources are a trade secret of human capital requirements as intellectual property of the copyright. The Motion Picture Association then assumes the copyright liability in distribution contracts for the equity measures of the contract language construction. Some type casting involves demographics and civil rights of the cast, crew, and professional services, the exemption being animal legal rights. Sincerely, Andrew Drazdik Jr 4th December 2025",0.018,0.902,0.08,0.7269,Positive
Extreme Far left clown fever dream. Lost money 😂,Extreme Far left clown fever dream. Lost money 😂,0.221,0.474,0.305,0.3818,Positive
Sean pen was the star in this very average movie. Nothing special about it and quite disappointing.,Sean pen was the star in this very average movie. Nothing special about it and quite disappointing.,0.277,0.723,0.0,-0.6957,Negative
ANTIFA PROPAGANDA!,ANTIFA PROPAGANDA!,0.696,0.304,0.0,-0.3164,Negative
"ewww black daughter, ugh liberals man smh like some cuck fest.","ewww black daughter, ugh liberals man smh like some cuck fest.",0.327,0.513,0.16,-0.3818,Negative
"People who make these sort of over-the-top trailer need to go to jail. 
I haven't even seen the movi...","People who make these sort of over-the-top trailer need to go to jail. 
I haven't even seen the movie and already hate it",0.144,0.856,0.0,-0.5719,Negative
Nice pic,Nice pic,0.0,0.263,0.737,0.4215,Positive
Epstein Files gon be the last of DiCaprio's movies🤣,Epstein Files gon be the last of DiCaprio's movies🤣,0.0,0.802,0.198,0.4939,Positive
Nice,Nice,0.0,0.0,1.0,0.4215,Positive
Woke movies🤣🤣,Woke movies🤣🤣,0.0,0.61,0.39,0.7506,Positive
*The most unbelievable part of this movie is Leonardo DiCaprio being attracted to a woman over 25* 😅,*The most unbelievable part of this movie is Leonardo DiCaprio being attracted to a woman over 25* 😅,0.0,0.709,0.291,0.7501,Positive
"I don't understand why people are whining about this being a ""woke"" movie.  The white supremacist gr...","I don't understand why people are whining about this being a ""woke"" movie.  The white supremacist group survives in the end to continue making life as painful as possible for brown people.  That should make the right wingers happy.",0.107,0.778,0.116,0.1027,Positive
I'm a registered Republican and this was the best movie of the last 2-3 years.,I'm a registered Republican and this was the best movie of the last 2-3 years.,0.0,0.769,0.231,0.6369,Positive
I love this trailer,I love this trailer,0.0,0.417,0.583,0.6369,Positive
Leo 💔,Leo 💔,0.373,0.12,0.506,0.2732,Positive
A movie for rotting eggs.,A movie for rotting eggs.,0.0,1.0,0.0,0.0,Neutral
Hands down Paul Thomas Anderson's worst movie..,Hands down Paul Thomas Anderson's worst movie..,0.406,0.594,0.0,-0.6249,Negative
"Yeah,  the world get's another WOKE movie, hard pass.","Yeah,  the world get's another WOKE movie, hard pass.",0.132,0.66,0.208,0.2023,Positive
2nd and 3rd act of this movie were great 🗿,2nd and 3rd act of this movie were great 🗿,0.0,0.687,0.313,0.6249,Positive
💩💩💩💩,💩💩💩💩,0.0,1.0,0.0,0.0,Neutral
"Leo really did it, he really did the impossible...he made a bad movie. No but really I didn't unders...","Leo really did it, he really did the impossible...he made a bad movie. No but really I didn't understand this movie, I couldn't understand it. Leo's character idk how to describe it properly but as if he was incorrectly cast for the first time ever. I just couldn't imagine his face involved with whatever plot was going on here. I'm a huge fan so I'm disappointed. As for his ""out of place"" character, maybe that could be owed to the fact ive seen all his other movies and roles and possibly getting/ looking older, it just seemed out of place this guy is running around doing ""terrorist/ counter terrorist"" attacks, etc. I believe this was his first time playing a father and I didn't like it, I just couldn't get into it.",0.187,0.762,0.051,-0.9736,Negative
Hated it. Stopped half way through. Sorry Leo. Not your best work.,Hated it. Stopped half way through. Sorry Leo. Not your best work.,0.574,0.426,0.0,-0.8679,Negative
"This is one of my favorite films of the last few years but this trailer is doing way, way too much. ...","This is one of my favorite films of the last few years but this trailer is doing way, way too much. I understand that it's available on VOD to be sorta widely seen but the barrier for most people who want to watch it, who haven't or can't do that, is still very high because of the expectation of cinema to appear on a streaming service they paid for that will inevitably appear there. $20 for VOD still bars most people even if they sincerely want to see the flick.",0.018,0.884,0.098,0.7714,Positive
Just a trailer telling me what others thought. Movie critics are all wankers and are not to be trust...,Just a trailer telling me what others thought. Movie critics are all wankers and are not to be trusted.,0.219,0.781,0.0,-0.5795,Negative
Leo for the the oscar,Leo for the the oscar,0.0,1.0,0.0,0.0,Neutral
They really made a new trailer weeks into the movie’s theatrical release just to add the Mexican whi...,"They really made a new trailer weeks into the movie’s theatrical release just to add the Mexican whistle to the end.

Love it.",0.0,0.84,0.16,0.6369,Positive
Present 5 Hours,Present 5 Hours,0.0,1.0,0.0,0.0,Neutral
Antifa the movie,Antifa the movie,0.0,1.0,0.0,0.0,Neutral
De lo mejor que he visto ✅️,De lo mejor que he visto ✅️,0.0,1.0,0.0,0.0,Neutral
WOKE,WOKE,0.0,1.0,0.0,0.0,Neutral
Dune 2 was the defining blockbuster of the decade,Dune 2 was the defining blockbuster of the decade,0.0,0.672,0.328,0.5994,Positive
Hindi mein dab karo bhai,Hindi mein dab karo bhai,0.0,1.0,0.0,0.0,Neutral
No one cares about your antifa film.,No one cares about your antifa film.,0.483,0.517,0.0,-0.569,Negative
When on hbo max,When on hbo max,0.0,1.0,0.0,0.0,Neutral
I can’t wait for this to come out,I can’t wait for this to come out,0.0,1.0,0.0,0.0,Neutral
No veo la hora de verlaaaa,No veo la hora de verlaaaa,0.306,0.694,0.0,-0.296,Negative
"9 de 10
Nunca he visto una película de Paul Thomas Anderson y quiero empezar con esta","9 de 10
Nunca he visto una película de Paul Thomas Anderson y quiero empezar con esta",0.0,1.0,0.0,0.0,Neutral
"𝔖𝔦𝔫𝔬𝔭𝔰𝔦𝔰: Cuando su enemigo malvado reaparece después de 16 años, un grupo de exrevolucionarios se r...","𝔖𝔦𝔫𝔬𝔭𝔰𝔦𝔰: Cuando su enemigo malvado reaparece después de 16 años, un grupo de exrevolucionarios se reúne para rescatar a la hija de uno de ellos.


❤ Del 1 al 10, ¿qué te pareció el tráiler?
🍿 ¿Cuál es tu opinión/predicción sobre 'UNA BATALLA TRAS OTRA'? ¿La verás?

Te leo aquí abajo 👇",0.0,0.921,0.079,0.6946,Positive
Sean Penn was fantastic. I freakin love that guy.,Sean Penn was fantastic. I freakin love that guy.,0.0,0.473,0.527,0.8316,Positive
"""Vineland"" is a great book, but PTA took it to the next level.","""Vineland"" is a great book, but PTA took it to the next level.",0.0,0.825,0.175,0.3716,Positive
Norfolk Forum,Norfolk Forum,0.0,1.0,0.0,0.0,Neutral
"Am I only one after 10
Seconds passed still thinking about that cone in his mouth and how unhygienic...","Am I only one after 10
Seconds passed still thinking about that cone in his mouth and how unhygienic that was 😬",0.098,0.902,0.0,-0.34,Negative
If this was the original trailer it would have made 100 million more at least,If this was the original trailer it would have made 100 million more at least,0.0,0.859,0.141,0.3182,Positive
Best comedy of the year,Best comedy of the year,0.0,0.309,0.691,0.7717,Positive
I had to see what Teyana won the golden globe for. Wow looked intense. I’m so proud she even landed ...,I had to see what Teyana won the golden globe for. Wow looked intense. I’m so proud she even landed such a role with this line up! The line is what got people to watch and see how great she did! Nowwww ima have to see it! I had no idea about this,0.033,0.708,0.259,0.9429,Positive
BS,BS,0.0,1.0,0.0,0.0,Neutral
What is... ? What the?,What is... ? What the?,0.0,1.0,0.0,0.0,Neutral
Does anybody know where I can find this epic christmas version of the song,Does anybody know where I can find this epic christmas version of the song,0.0,1.0,0.0,0.0,Neutral
Greetings Great Teyana,Greetings Great Teyana,0.0,0.127,0.873,0.7845,Positive
A feman Demon😅😅😅😅,A feman Demon😅😅😅😅,0.0,0.6,0.4,0.8402,Positive
Congratulations teyana for winning the golden globe,Congratulations teyana for winning the golden globe,0.0,0.407,0.593,0.8074,Positive
"OK, so I’ve watched the trailer and I have no idea what this is about lol","OK, so I’ve watched the trailer and I have no idea what this is about lol",0.116,0.737,0.147,0.1531,Positive
Lets make more movies to influnce violence 😢,Lets make more movies to influnce violence 😢,0.507,0.493,0.0,-0.802,Negative
This movie was hilarious,This movie was hilarious,0.0,0.526,0.474,0.4019,Positive
Wake up America,Wake up America,0.0,1.0,0.0,0.0,Neutral
One wild scene after another,One wild scene after another,0.0,1.0,0.0,0.0,Neutral
Sean Penn is just in a class by himself,Sean Penn is just in a class by himself,0.0,1.0,0.0,0.0,Neutral
This was a good azz movie!!!,This was a good azz movie!!!,0.0,0.57,0.43,0.5826,Positive
"The movie is based on Thomas Pynchon's novel, Vineland, which was one of counterculture Weather Unde...","The movie is based on Thomas Pynchon's novel, Vineland, which was one of counterculture Weather Underground revolutionary Timothy Leary's favorite books. DiCaprio's dad was a close friend of Leary's, and DiCaprio knew him too. DiCaprio owns the rights to Leary's biography and has spent a decade trying to make it into a movie. This film may be as close as he gets to telling a revolutionary story like that of the Weather Underground.",0.0,0.863,0.138,0.875,Positive
This is the real trailer!,This is the real trailer!,0.0,1.0,0.0,0.0,Neutral
جتما ببینید,جتما ببینید,0.0,1.0,0.0,0.0,Neutral
This movie is the prequel to Idiocracy.,This movie is the prequel to Idiocracy.,0.0,1.0,0.0,0.0,Neutral
"Tired of these tough girl,now dumb men movies. What a disgrace.","Tired of these tough girl,now dumb men movies. What a disgrace.",0.609,0.391,0.0,-0.872,Negative
What a great movie ❤,What a great movie ❤,0.0,0.325,0.675,0.8519,Positive
PTA: The 🐐 For This 1!!!,PTA: The 🐐 For This 1!!!,0.0,1.0,0.0,0.0,Neutral
Man did they overhype this movie 😂,Man did they overhype this movie 😂,0.129,0.612,0.259,0.4404,Positive
why are there so many dolts in the comments saying this should've been the first trailer when it spo...,why are there so many dolts in the comments saying this should've been the first trailer when it spoils the entire film? ppl outta their minds on this app,0.0,1.0,0.0,0.0,Neutral
Sensei Sergio was my favorite character in the film 😂,Sensei Sergio was my favorite character in the film 😂,0.096,0.558,0.345,0.7096,Positive
⭐It is now streaming on HBO Max. ⭐,⭐It is now streaming on HBO Max. ⭐,0.0,1.0,0.0,0.0,Neutral
This movie was a 10/10,This movie was a 10/10,0.0,1.0,0.0,0.0,Neutral
To bad penn is in it otherwise looks like a decent show,To bad penn is in it otherwise looks like a decent show,0.219,0.625,0.156,-0.25,Negative
Please please get back fantastic beast series we want to see newt's adventure,Please please get back fantastic beast series we want to see newt's adventure,0.0,0.404,0.596,0.8689,Positive
"Merry Christmas, everyone. Hail Saint Nick.","Merry Christmas, everyone. Hail Saint Nick.",0.0,0.455,0.545,0.5859,Positive
Wow. I’m impressed that Warner Brothers would put out a trailer like this. I’ve seen the movie  3 ti...,"Wow. I’m impressed that Warner Brothers would put out a trailer like this. I’ve seen the movie  3 times in 70mm IMAX and am going again in 2 days for the re- release. The highway chase at the end is worth the price of admission alone. The cinematography – the action choreography and the music make it an incredible IMAX experience.  this trailer reminds me of how incredible, funny, shocking and inventive the dialogue in the script is as well. Hopefully only those of us who have seen the movie will see this  because we think of spoilers as plot points, but this trailer does spoil a lot of the best dialogue moments.",0.028,0.821,0.151,0.9254,Positive
Oh man this trailer is crazy lmao,Oh man this trailer is crazy lmao,0.212,0.442,0.345,0.3612,Positive
